Node1,Node2,AmntTrn,CntTrn,Alert
22642,89863,830,2,0
153726,81248,454,3,0
22655,51775,1035,4,0
22655,53371,81,1,0
22655,99954,3106,1,0
22672,47723,1302,2,0
22672,76038,30090,1,0
22672,133625,140665,3,0
153752,107643,260,1,0
22709,53450,348,1,0
153803,124533,89,3,0
153806,90083,500,2,0
153810,53371,320,1,0
153812,59857,216,2,0
22753,107944,1982,2,0
153826,53450,200,1,0
153828,100917,42,2,0
22767,105281,300,1,0
22771,53371,1370,1,0
153847,104631,360,1,0
22782,105284,1200,3,0
22782,89209,107,1,0
22782,81248,450,3,0
22782,85742,400,2,0
153870,19241,1500,1,0
22816,87609,56950,1,0
22817,50403,35,1,0
153890,111626,515866,2,0
22820,169333,483590,1,0
22824,117461,205733,4,0
22827,53450,640,1,0
22832,89863,342,1,0
153909,89863,73,1,0
22843,59857,3762,3,0
22855,168278,4896,2,0
22884,81188,1160,1,0
22901,92481,400,1,0
22908,163050,18571,3,0
153993,89863,5033,3,0
153996,57169,8500,7,0
22931,116634,1118,1,0
22977,90083,435,2,0
154067,59857,55,1,0
154072,78111,200,2,0
23004,81559,1048,3,0
154087,89863,784,2,0
23016,169581,71,1,0
154092,50148,1136,5,0
154106,53371,2743,3,0
23039,53338,128,1,0
23039,89863,12,2,0
154116,109756,1352,3,0
154116,81248,1336,2,0
154121,89863,48,1,0
23054,35815,2190,3,0
154141,118909,8381,1,0
154141,110099,10000,1,0
154146,85784,276,2,0
23076,60101,3164,2,0
23076,63769,5400,3,0
23076,110384,680,1,0
154162,53371,1198,1,0
154164,93587,823,3,0
154180,91926,40000,1,0
154184,85846,2545,1,0
23118,63529,2600,1,0
23123,85829,823,1,0
154201,109401,23830,3,0
154201,61389,11844,2,0
154201,162881,4277,1,0
154230,110050,30,1,0
154237,135480,10650,3,0
154271,90340,113,1,0
154275,51775,57279,2,0
154278,110050,598,1,0
154279,85763,510,3,0
154295,51908,125,1,0
154306,110050,140,1,0
154320,89863,2,1,0
23250,59857,1110,2,0
23269,134271,270,1,0
154342,66873,121,2,0
23277,53450,43,1,0
154367,89009,295,3,0
154381,51787,3000,1,0
154395,35815,27606,1,0
154398,19171,18000,1,0
23332,81248,2145,6,0
23346,53450,16507,1,0
23350,53371,487,1,0
154440,78111,1,1,0
23375,85763,160,1,0
23380,85763,1350,5,0
23400,110050,128,1,0
154488,78132,100,1,0
154489,63814,250,1,0
23419,50336,6764,4,0
23445,37606,63,3,0
23446,104471,59000,3,0
154517,81261,2,1,0
154530,108467,91,1,0
23460,81186,200,1,0
154533,53450,65,1,0
23479,133616,100,1,0
154562,104799,41,1,0
23502,85829,442,8,0
23516,59867,714,1,0
23524,89863,594,1,0
154613,169175,15470,1,0
23562,89863,262,2,0
154640,63814,1619,1,0
23570,105284,378,2,0
23575,52595,340,2,0
23594,93587,1350,4,0
23594,81261,900,3,0
154668,81248,415,3,0
23624,169581,48360,3,0
23630,88847,3458,1,0
23651,51775,36900,1,0
154727,53371,1800,3,0
154728,66893,10000,1,0
154730,88035,346,1,0
154730,88064,181,1,0
154738,52206,35800,4,0
154740,89189,661,1,0
23683,89863,388,2,0
23692,108570,5300,1,0
23707,47723,84,1,0
23711,110050,453,1,0
154794,66720,192,2,0
23727,78688,321,3,0
23733,93641,182,1,0
154810,64136,627,1,0
154812,100569,1026,1,0
23743,79973,14661,3,0
23743,81590,15978,2,0
23743,107699,508,1,0
23759,89800,18,1,0
154847,81261,1521,3,0
23777,109795,4606,1,0
154851,107109,1000,1,0
154851,89009,350,1,0
154869,90607,495,1,0
23800,163254,42212,4,0
23796,85947,2891,3,0
23812,88914,600,3,0
23820,169581,3913,1,0
23821,85726,8435,1,0
23844,59857,7805,15,0
23844,85763,4641,5,0
23844,53450,891,1,0
154926,104480,2612,2,0
23864,105452,11269,3,0
154946,89863,774,3,0
154947,66873,558,1,0
23880,53987,36246,1,0
154963,58086,199,1,0
23894,108252,1500,3,0
23894,78111,2361,3,0
154973,114162,1666,3,0
154984,89863,52,1,0
23917,55101,528,2,0
155014,128392,4351,3,0
155021,162180,1895,3,0
23973,89009,2337,3,0
155056,110050,120,1,0
155110,88914,1908,1,0
155116,89863,270,1,0
155126,89863,13,1,0
155133,68777,56488,3,0
155136,53371,787,1,0
24064,85621,6121,5,0
155150,99872,621,1,0
155151,53450,105,2,0
24081,88803,4992,2,0
24084,89863,3494,3,0
24082,124200,1200,1,0
24091,52055,3200,1,0
24122,81235,387,1,0
24156,110050,168,1,0
24163,24783,237,2,0
24182,89863,747,3,0
24182,104799,100,1,0
155256,85763,2178,3,0
24186,109441,2592,3,0
24193,79973,5141,1,0
24223,89086,14550,3,0
155297,26155,28671,1,0
24230,89863,546,1,0
24264,81248,568,2,0
24274,90309,3650,1,0
24274,81248,2188,1,0
24280,85742,843,1,0
24286,89863,1591,3,0
155362,117404,12292,3,0
24303,119681,1200,3,0
24303,88914,1164,4,0
155393,63843,50,1,0
155394,83402,380,1,0
24321,24333,12000,1,0
24333,24321,900,1,0
24332,9667,764,1,0
24332,18606,2810,4,0
24332,156517,3720,4,0
24337,45677,1242,1,0
24337,120295,49000,1,0
24337,56965,8733,1,0
24337,129042,3659,1,0
24351,78949,17230,3,0
24351,44107,11283,1,0
24369,16829,107,1,0
155442,37612,2663,2,0
155454,52206,170,1,0
24403,49813,69,1,0
155476,53450,1311,3,0
155474,163052,567,1,0
24410,80788,6914,2,0
24410,65789,1185,3,0
24410,36149,7424,6,0
24411,143630,11164,1,0
24411,81434,44683,2,0
24411,42969,990,2,0
24423,79973,712,1,0
155496,89863,2173,2,0
24425,156049,238,1,0
24426,189891,40000,1,0
24426,183889,96938,5,0
24447,116647,190,1,0
155520,163254,3591,1,0
24450,133674,204,2,0
155541,53420,2021,1,0
155546,81261,945,3,0
24501,89863,1140,4,0
24506,85795,197,1,0
24507,89863,2591,1,0
24511,68814,1000,2,0
24523,59857,400,2,0
24526,55443,2250,1,0
24541,93587,100,2,0
24543,81248,238,1,0
155616,24792,385,2,0
155620,50375,10,1,0
155624,116567,273056,1,0
155648,110050,140,1,0
155655,88914,459,1,0
24586,47723,1167,2,0
24604,107135,692,1,0
155676,78111,400,2,0
155683,19831,313,2,0
24611,88064,400,1,0
155684,100917,1049,1,0
24641,89863,6188,1,0
24644,66873,42,1,0
24657,81248,1500,3,0
24660,89126,3600,8,0
155767,108546,400,1,0
24698,124533,31,2,0
155771,63481,9408,1,0
155784,63814,137,1,0
24723,11781,238,3,0
24728,22288,50,1,0
24735,64926,20315,1,0
155812,53450,7711,3,0
24764,129065,2800,1,0
24764,159317,12214,1,0
24764,71992,11053,2,0
24764,21295,100,1,0
24764,176974,19210,1,0
24764,6046,960,1,0
155837,108630,3000,3,0
155842,111626,9312,3,0
155842,89863,552,1,0
155850,117356,5712,1,0
155852,78878,6800,1,0
24783,115812,498,2,0
24783,67341,145042,19,0
24783,200349,297,3,0
24783,157679,215743,6,0
24785,110099,11300,2,0
24792,100062,992,1,0
155864,89009,2361,3,0
155864,66873,584,1,0
155868,111626,1401,3,0
155868,53450,1400,3,0
155868,89863,802,2,0
24796,78949,1440,2,0
24829,85763,183,1,0
155914,89863,5316,2,0
24862,124468,120000,3,0
24862,112087,250000,1,0
24862,143303,1900,1,0
155945,124349,4834,1,0
24878,115805,176900,3,0
24878,53987,18200,5,0
155953,89863,667,1,0
155953,87934,412200,6,0
155958,63814,25000,1,0
24898,78949,755,1,0
24902,65789,1032,3,0
155975,19166,15000,1,0
155987,63814,400,3,0
24917,26149,441,1,0
155992,37638,150,1,0
155993,35815,8021,3,0
24930,105338,4641,1,0
24938,51689,1771,2,0
156010,66720,2417,3,0
156018,59857,590,2,0
156019,47723,1763,3,0
24953,59857,2001,3,0
24953,85763,2040,3,0
156034,162257,1503,4,0
156058,55286,22801,1,0
156076,92481,787,1,0
25020,78111,297,3,0
156092,108105,3060,3,0
156108,51787,162562,2,0
156110,89009,1500,3,0
156119,53248,381158,1,0
25056,35741,4357,3,0
156137,162180,10400,3,0
25067,167341,573,1,0
156142,109795,1862,2,0
156142,89863,1234,2,0
156142,53450,2323,3,0
156161,79973,26437,18,0
156183,90083,200,1,0
156200,89863,2563,9,0
156200,53338,108,2,0
156200,88064,1564,3,0
156200,93587,890,3,0
156200,111626,660,3,0
156200,85795,1430,3,0
156200,90821,1629,3,0
156200,63814,1470,3,0
156200,90763,1050,3,0
156200,81260,332,3,0
156200,81261,2503,6,0
156200,100917,3230,7,0
25131,66873,5338,51,0
25140,78111,3200,5,0
156219,78111,504,1,0
25157,85784,17155,2,0
156244,78232,11162,6,0
25197,126380,770,3,0
25197,24355,31087,14,0
25197,64095,12135,8,0
25197,100832,9650,8,0
25197,53328,1378,1,0
25204,85784,16750,3,0
156281,55429,442,1,0
25214,51787,498,3,0
156298,133652,9425,1,0
25232,85784,1560,1,0
156323,89863,1780,2,0
25258,89863,130,3,0
156340,26228,2738,3,0
156342,89009,646,2,0
25275,53450,509,1,0
25282,53450,195,1,0
156377,85742,2100,3,0
156414,80399,6339,1,0
25342,55229,3200,2,0
156421,119681,180,2,0
25370,88914,1149,1,0
156443,66873,2000,2,0
156453,90760,5355,2,0
25382,134233,6800,2,0
25386,63540,10,1,0
25397,85784,1921,1,0
156504,133674,363,2,0
156517,107583,410,1,0
156517,107105,2675,4,0
156542,55062,22900,1,0
25477,89863,213,2,0
156559,88914,822,1,0
25515,122974,6073,5,0
25526,111626,906,2,0
25536,89863,242,2,0
156627,77890,29482,1,0
25559,167223,543,3,0
25571,79973,9600,1,0
25578,85846,4350,9,0
25588,57135,49001,1,0
25590,52055,2734,1,0
25590,100034,1000,1,0
156671,92803,710000,2,0
156688,51775,7150,4,0
25624,119681,72,1,0
156698,50584,46748,1,0
156702,85621,1012,1,0
25644,133596,350,1,0
25645,88914,353,1,0
156719,89863,1318,2,0
156721,89863,613,3,0
25658,59909,4036,4,0
156763,81248,2367,3,0
156763,85742,299,1,0
25699,81239,15000,1,0
25726,90821,882,2,0
25726,90007,199474,1,0
156806,100917,3405,3,0
156835,51775,944,3,0
156835,85742,709,1,0
156835,124211,2944,1,0
25764,53450,199,1,0
156837,162928,1055000,3,0
25765,90083,150,1,0
156859,162257,1100000,3,0
156859,47723,3315,3,0
25796,90821,315,1,0
156875,53359,1228,1,0
25811,55235,280,2,0
156883,78136,576,1,0
25817,111626,111,1,0
156906,92481,500,1,0
156909,50374,240,1,0
156910,59857,528,1,0
25846,109951,996,2,0
156919,89863,1822,1,0
156920,88803,1401,1,0
156920,135814,4665,2,0
156927,59857,1200,8,0
156927,59951,1437,1,0
156931,24792,1346,3,0
25863,51775,210,3,0
25874,109616,15382,6,0
25884,53450,445,1,0
156964,89863,1640,2,0
156964,168113,51000,1,0
25892,85846,58491,1,0
156974,92674,600,1,0
156984,59873,1785,3,0
156994,88914,5414,1,0
25927,111626,2434,3,0
25927,26149,2250,3,0
25927,89863,3156,3,0
25929,89863,8822,1,0
25933,89863,1225,1,0
157007,90368,500,1,0
25943,37606,589000,1,0
157017,168251,750,1,0
25949,55370,7225,3,0
25952,167310,2300,2,0
25968,81235,1457,3,0
25968,107548,538,1,0
25968,89863,1266,2,0
157043,115922,4957,2,0
157055,105338,536,1,0
25996,37583,1600,1,0
157077,108613,5176,2,0
157088,51775,819,1,0
157095,63843,220,3,0
26024,128392,669,3,0
26023,53450,1280,2,0
157116,24764,823,1,0
26091,85846,888,2,0
157169,110396,200000,1,0
26105,89863,310,1,0
26107,133652,234581,2,0
157195,168216,104306,3,0
157194,85795,696,1,0
157194,111626,350,2,0
26127,17263,513,1,0
26149,41061,150,2,0
26149,24917,441,1,0
26149,10314,1073,1,0
26149,191457,51946,29,0
26149,24938,2915,1,0
26149,4473,2917,4,0
26149,53886,817,1,0
26149,14851,1675,2,0
26155,76542,726,1,0
26155,59526,8279,6,0
26155,49813,69,1,0
26155,78949,28545,4,0
26155,85524,764,4,0
26155,3971,2400,1,0
157230,115922,3456,3,0
26160,16620,5997,3,0
26160,30134,536,3,0
26170,9742,179,3,0
157244,78111,130,2,0
26181,138869,200,1,0
157254,104799,120,3,0
26185,141777,35770,3,0
26206,65638,7347,5,0
157281,82944,6500,1,0
157290,85795,894,2,0
157297,126405,6928,3,0
26230,26232,350,2,0
26232,26230,250,1,0
26233,17767,2600,4,0
26244,108545,37,2,0
26253,122362,4998,3,0
26267,38083,10332,5,0
26267,78949,13084,3,0
157350,85846,1800,3,0
157350,81261,2570,3,0
157364,89863,145,1,0
157365,133321,1785,1,0
157366,118745,30000,1,0
26304,41664,4046,1,0
26310,16606,158,2,0
157384,50461,11453,6,0
157392,85795,1252,4,0
26327,697,6767,1,0
26327,187923,5752,1,0
26329,118548,375,1,0
26333,42104,9000,1,0
26335,101009,7560,1,0
26339,104686,1000,1,0
157415,88803,88,1,0
26348,59857,1016,6,0
26354,85763,508,1,0
157431,66660,84,1,0
26388,19287,549,1,0
26388,119039,31644,2,0
26388,78949,154198,11,0
26388,52174,259897,7,0
26388,48806,3000,2,0
26393,41061,1200,3,0
26403,78949,7046,2,0
157480,77828,200,1,0
26409,48772,10000,1,0
157485,119681,200,2,0
26416,65453,479,5,0
26416,14365,469,1,0
26416,21755,3720,3,0
26416,697,37657,3,0
26416,60274,480,1,0
26416,69841,1161,1,0
26416,23820,21484,2,0
26416,77689,1800,1,0
26416,53450,846,1,0
26416,89863,800,1,0
26416,8580,290,1,0
26416,54601,6440,1,0
26416,191457,8940,3,0
26416,202241,33258,6,0
157494,169581,12195,2,0
157500,89863,900,3,0
157505,133322,12237,1,0
157508,93587,960,3,0
26444,105281,238,1,0
26444,104704,254,1,0
157519,51689,1557,1,0
26449,156424,61375,2,0
157525,135603,786785,1,0
26460,116093,2380,2,0
26464,169581,552,1,0
26464,8243,1690,1,0
26464,120362,981,3,0
26464,182803,1285,4,0
26464,10136,82,1,0
26464,16369,290,2,0
26464,191819,4479,6,0
26464,191457,631,5,0
26464,138971,720,1,0
26465,189074,650,1,0
157539,89863,626,3,0
157539,111626,2498,12,0
26470,143421,1039,1,0
26487,47723,440,1,0
26487,85742,1000,2,0
26500,60022,930,1,0
157579,59857,2324,3,0
157587,163254,14368,2,0
26526,19145,68,1,0
26529,53371,3655,1,0
26537,116624,324,1,0
157609,85795,32,1,0
26556,92481,6400,3,0
157632,35742,1844,1,0
157635,53921,1245,1,0
26568,52279,1742,1,0
26576,24695,601,2,0
157663,167223,1540,6,0
26592,119701,200,1,0
157679,63814,2469,3,0
157679,51775,200,2,0
157679,90821,500,1,0
157679,108105,297,1,0
157694,89863,1200,3,0
26623,59857,21,1,0
157699,89009,200,2,0
26640,53371,534,5,0
157725,88728,10000,1,0
26657,119681,2123,3,0
26657,88914,5514,7,0
26666,52279,224,3,0
157781,109557,2000,2,0
157785,19815,100,1,0
26719,53450,408,1,0
26720,50403,175,1,0
26737,99872,1495,1,0
26743,93587,199,1,0
26751,19241,2008,1,0
26765,85795,5,1,0
157840,60055,30,1,0
157853,81248,1574,2,0
157854,109956,5550,3,0
157859,89863,289,1,0
157865,111626,100,1,0
157869,123004,2400,2,0
157879,66873,309,2,0
26811,100702,5595,3,0
26819,132159,7781,2,0
26824,124533,29,1,0
157897,107109,299,2,0
157897,88064,1380,4,0
157897,85784,1015,4,0
157899,64136,627,1,0
157903,133634,3500,4,0
26845,124175,480,1,0
157921,89863,913,3,0
157921,66720,31,3,0
157927,85784,2361,1,0
26860,89863,298,1,0
157933,89800,5692,3,0
26868,81261,471,1,0
26869,162180,2926,2,0
157953,118734,1071,1,0
26899,54040,27965,2,0
157980,88064,1129,2,0
157980,89863,260,1,0
26909,88914,62,3,0
26924,89132,3028,2,0
158011,118767,1375,1,0
26940,78111,682,2,0
26944,50148,3098,6,0
26947,104799,100,1,0
158029,90821,22,2,0
26961,52279,489,1,0
158035,51775,95,1,0
158040,58086,209,1,0
158043,111626,1092,2,0
158045,96744,11000,2,0
158046,78111,356,2,0
158046,108105,1280,2,0
26977,133508,900,1,0
26977,55286,26717,4,0
158068,105281,1676,3,0
158077,66720,27,1,0
158079,53371,130,1,0
27036,59873,1440,1,0
27055,64136,627,1,0
27066,89800,3535,1,0
158144,53371,469,1,0
27073,128392,943,2,0
158164,53371,708,3,0
27103,85795,652,3,0
27115,19741,293,1,0
27148,24783,1381,3,0
158226,89863,373,2,0
158238,104799,439,1,0
158252,89863,75,1,0
27193,167162,2500,1,0
158270,111626,1362,1,0
27214,89863,1089,1,0
27215,135514,45000,1,0
27231,81261,676,1,0
158309,85795,24,1,0
158312,104799,900,3,0
27252,89009,918,2,0
158323,81257,1728,1,0
27262,26416,1366,8,0
158335,89863,780,2,0
158336,82872,251,3,0
27264,24783,482,2,0
158345,122957,270,1,0
27303,88064,6341,1,0
158377,88914,709,2,0
158407,100917,2,1,0
158416,99872,440,2,0
27348,78111,340,3,0
27354,133557,214,3,0
27357,81513,200,1,0
158437,85784,300,3,0
27385,89863,710,2,0
158467,88914,73,1,0
27399,66873,5277,2,0
27411,51775,6,1,0
158487,51775,1096,2,0
158497,59857,157,1,0
27437,78111,939,2,0
158531,111626,2586,6,0
158574,88914,172,1,0
158577,50336,926,1,0
27510,82948,5000,1,0
27512,53264,7260,1,0
158587,51686,5600,1,0
158599,64136,474,1,0
158601,53450,234,1,0
27544,88914,737,1,0
158628,88064,2415,1,0
27563,90607,199,1,0
27563,55429,2648,1,0
158643,81261,3000,3,0
27571,100917,750,3,0
27571,85772,410,1,0
27584,78839,298,1,0
27586,19831,13451,2,0
27586,53450,200,1,0
158676,107109,652,2,0
27617,105281,14,1,0
158709,104799,1154,1,0
27644,93591,1200,2,0
158719,88914,62,3,0
158720,100917,25354,3,0
27647,167418,4454,2,0
158721,53450,8013,2,0
158728,63814,62,3,0
27666,89863,450,3,0
158747,78111,52,2,0
158754,53248,22051,1,0
27700,107801,119,1,0
27704,108105,20118,1,0
158781,126287,120,2,0
158784,85784,1340,2,0
27724,59857,14474,21,0
27724,85763,1282,2,0
27750,26149,957,1,0
27751,168484,10120,1,0
27759,108105,247,2,0
27769,93641,69,1,0
27772,108379,14189,1,0
158875,111626,387,3,0
27842,58086,131,1,0
27845,124533,225,3,0
158960,89009,483,1,0
27894,53397,2881,2,0
27897,99954,2734,1,0
27899,119032,6810,1,0
27906,133625,15117,2,0
27908,124562,95000,4,0
27920,85795,2273,3,0
159012,85795,1179,2,0
27944,112127,1843,1,0
27948,124533,250,1,0
27948,63814,14496,4,0
159025,66669,103,1,0
27967,135928,7817,3,0
27972,108362,1451,4,0
27978,118734,1071,1,0
159054,100654,68,1,0
27985,99989,4700,2,0
27995,81215,6000,1,0
27999,167252,2142,1,0
159078,123037,8117,2,0
159107,124533,149,3,0
159118,90083,220,1,0
159131,108105,146,1,0
28085,51775,146,1,0
159159,77890,750,3,0
28091,111626,557,1,0
28094,168086,122,1,0
28101,100917,1599,3,0
28110,169581,16257,1,0
28113,89863,190,1,0
28119,87811,40000,2,0
159215,107109,18,1,0
28145,64072,77217,3,0
28146,47723,474,1,0
28159,35815,141633,2,0
159237,89863,300,2,0
28176,100965,100,1,0
159265,111626,898,2,0
159270,89191,106,1,0
159272,104799,1320,3,0
28219,107584,5585,1,0
28223,96782,1809,1,0
28229,59857,1186,1,0
159303,128392,78,1,0
28234,53450,1781,2,0
159308,100917,186,1,0
159326,81261,719,1,0
28261,109505,356,1,0
159376,59857,59,1,0
159382,119681,1650,3,0
159384,111626,645,1,0
159390,89863,1,1,0
28326,52279,991,3,0
28328,89863,1607,4,0
159424,169581,7151,1,0
28355,53371,486,2,0
28363,55367,142552,12,0
28384,53371,343,2,0
159466,117404,8064,3,0
28397,88064,400,1,0
28397,90634,9943,2,0
28415,109370,10992,2,0
159508,88914,795,1,0
159517,90309,6630,3,0
159518,96744,6000,1,0
28455,118909,2059,1,0
28455,55039,1857,1,0
28455,119118,1240,2,0
28456,79973,214,1,0
28459,89863,2,1,0
28462,59857,634,1,0
159535,135911,57705,1,0
28466,59857,12102,5,0
28476,89863,117,1,0
159559,89863,2248,1,0
28495,49417,72,1,0
159569,81248,1932,6,0
159626,89863,478,3,0
159632,35741,5756,2,0
159633,135928,1318,1,0
28569,81248,1277,2,0
28571,78630,79850,1,0
28577,117404,578,1,0
28578,51775,38,1,0
28586,59857,1140,3,0
28600,88847,6577,1,0
28600,78111,1588,2,0
28666,91891,219750,3,0
28666,53450,2132,4,0
28666,111626,2007,3,0
159740,168442,144200,1,0
28685,108105,238,1,0
28685,90674,203882,28,0
28685,89863,2916,6,0
28685,78111,1593,2,0
28685,107109,559,2,0
28685,111626,2720,3,0
28685,81235,1530,3,0
28685,85795,2591,3,0
28685,51775,2316,3,0
28685,135928,1383,5,0
28685,59857,3087,4,0
28685,53450,3699,6,0
28685,24783,975,2,0
28685,85846,1672,4,0
28685,90309,2543,4,0
28685,81248,2223,4,0
159801,78150,500,1,0
28739,66873,1500,3,0
28739,89009,711,3,0
159812,53450,450,3,0
159813,169396,709,3,0
28751,52294,10000,1,0
28756,89009,450,2,0
28762,110327,824,2,0
159836,116634,1643,1,0
28769,52054,1000,1,0
159841,110099,1210,1,0
159844,66873,627,3,0
28780,89132,200,2,0
159868,51917,591,1,0
28816,109421,300,1,0
159898,88064,78,3,0
28839,89863,121,1,0
28842,88803,159,1,0
28843,133371,84990,3,0
159919,85763,2893,4,0
28853,66720,2,1,0
28861,55370,6475,6,0
159941,89863,1529,3,0
28872,85742,2487,3,0
28872,90309,496,3,0
28875,59857,425,3,0
28905,89132,687,1,0
159978,66873,1403,1,0
28912,93641,161,1,0
28930,111626,1583,2,0
28958,109992,74236,1,0
160036,110099,405,2,0
160040,19241,200,1,0
160056,169581,22067,1,0
28988,51775,10,1,0
160061,111626,554,2,0
160065,89863,75,3,0
29004,53371,473,1,0
29005,81235,270,2,0
29005,78111,800,3,0
160095,58542,1699,1,0
160104,81235,11224,1,0
160119,99855,4397,2,0
160119,54997,9832,4,0
160119,53275,9582,3,0
160119,116543,7164,2,0
160119,167447,59187,3,0
160127,53450,312,2,0
160136,162208,3477,1,0
29078,99858,1096,3,0
29083,89009,3403,2,0
29083,66873,2283,3,0
29083,107109,678,1,0
29083,47723,6040,1,0
29083,53420,200,1,0
29101,47723,932,3,0
160182,53450,16,1,0
160189,163149,160,1,0
160196,58644,400,1,0
29126,85416,3463,3,0
29162,89863,700,2,0
160246,135591,17094,2,0
29177,77890,1372,3,0
160255,119681,849,2,0
29194,89863,145,1,0
160299,111626,382,1,0
160303,92481,490,1,0
29253,116625,655,1,0
160339,89209,675,3,0
29272,85742,250,1,0
160346,19741,12000,1,0
160356,89863,754,1,0
160363,78111,1048,1,0
29302,107109,35,1,0
29308,88883,29556,2,0
29326,90821,3000,1,0
29335,24783,196,1,0
160410,47789,662,3,0
160431,163254,20188,3,0
29360,64175,1450,1,0
29405,19695,5106,2,0
29417,78839,802,3,0
29432,81378,29060,1,0
160507,59857,2118,1,0
160509,85763,1441,3,0
160514,81235,700,3,0
29449,110099,3536,1,0
160527,61112,5550,3,0
29469,124533,61,2,0
29478,66669,1123,3,0
160553,53338,148,1,0
29481,167162,3505,1,0
160558,53450,709,3,0
29506,169581,2178,1,0
160601,52206,95,1,0
160605,53450,171,1,0
29533,119039,2105,1,0
160610,119064,41772,2,0
160619,116569,1974,3,0
29579,90813,16670,1,0
160652,24783,123,1,0
29581,53450,698,2,0
29610,93617,4200,3,0
160686,167162,3345,2,0
160691,81261,200,1,0
160709,124533,10,1,0
160730,110050,190,1,0
29665,61389,4580,1,0
29668,89863,318,1,0
29669,53450,1407,4,0
29671,128392,276,1,0
29681,89009,800,2,0
160753,26149,6519,1,0
160768,123004,600,1,0
160776,24783,1510,1,0
160801,85742,30,2,0
160814,100903,78570,1,0
160819,162180,400,1,0
29755,117377,5,1,0
29772,66513,6000,1,0
29776,111791,19,1,0
160855,108467,534,1,0
29785,128392,93,1,0
160857,110050,150,1,0
29794,108582,690,3,0
160882,85829,236,2,0
29829,167162,6056,1,0
29830,109992,136911,1,0
29838,89863,95,3,0
29865,100076,1550,3,0
160955,89863,55,2,0
29930,89863,800,1,0
29941,110050,818,3,0
29941,109823,4114,2,0
161018,53450,66,4,0
161023,169178,1080,6,0
161028,81235,888,2,0
29978,66895,271,1,0
29982,59857,749,3,0
161055,88064,1101,2,0
29997,55367,67803,14,0
161070,89863,3480,6,0
30018,78111,1101,3,0
30020,77828,625,1,0
161099,104799,200,1,0
30031,82978,7034,2,0
161110,81235,449,1,0
161126,89863,1500,3,0
30078,19135,92,2,0
30080,163254,8883,3,0
30087,81261,1450,4,0
161175,51787,500,1,0
30109,55483,912,3,0
30128,100076,350,1,0
30134,59857,388,3,0
161219,85795,681,1,0
161221,108483,50000,1,0
161236,85742,1455,3,0
30189,89863,71,1,0
30193,88914,2175,2,0
30201,50375,1505,1,0
30214,51787,1065,3,0
30237,99872,26,1,0
161328,115267,609,1,0
30268,52496,700,1,0
30273,119064,4932,1,0
161345,124211,2023,2,0
161368,115269,17424,1,0
30335,89863,123,1,0
30336,55367,45860,7,0
30351,89863,1440,3,0
30363,104704,179,1,0
30403,89132,18163,1,0
161484,89006,73,1,0
161489,53450,2268,6,0
161497,89863,1567,5,0
161506,81248,1584,3,0
30451,91774,4000,1,0
30463,89009,1212,3,0
30463,51787,1210,3,0
30463,78111,1616,4,0
161544,163220,12727,2,0
161552,88914,656,2,0
30482,78111,450,1,0
161555,110050,140,1,0
161594,135928,1500,3,0
30532,78111,941,1,0
30537,59857,1016,1,0
161632,59857,1135,2,0
161639,115267,1353,1,0
161642,78111,12,1,0
30585,47723,1775,1,0
161687,110050,513,1,0
161688,47723,509,1,0
30617,51775,675,2,0
161714,90083,150,1,0
30651,50204,539694,2,0
30668,90083,969,1,0
30676,59915,5000,1,0
161753,81261,144,1,0
161755,53450,751,3,0
161764,52055,6097,1,0
30703,63814,1107,1,0
161773,128392,270,1,0
161778,104799,3,1,0
161791,109951,1177,1,0
30733,50151,364,1,0
30735,89009,300,1,0
161809,50512,600,1,0
161826,78111,300,1,0
30772,90591,8025,2,0
161855,120783,549817,1,0
30796,59857,40730,36,0
30796,49430,161492,6,0
30796,108467,3611,3,0
30796,85763,4458,7,0
161873,77914,1607,2,0
30813,167162,4543,1,0
161891,66720,28,1,0
161897,169301,2142,1,0
161942,168541,200,1,0
30902,169514,50000,1,0
30911,100917,2879,3,0
161988,168513,7511,6,0
161998,169581,112570,2,0
162005,109905,14505,1,0
162013,108105,5334,1,0
30952,81248,1200,2,0
30952,85742,1200,2,0
30962,85795,738,3,0
30962,111626,381,1,0
30972,162180,3600,2,0
162048,66891,30,1,0
162052,49780,692,3,0
162052,157107,358,2,0
162052,143304,13771,3,0
162060,6093,17266,6,0
162060,107771,8911,3,0
162060,126965,771,1,0
162060,66720,26,1,0
162061,156928,750,1,0
162061,162060,60,1,0
162061,6093,285,3,0
162070,76168,320,1,0
162075,176967,2306,1,0
31006,56625,530363,2,0
162084,78949,1412,1,0
162084,22349,1257,1,0
31014,66720,26,1,0
31015,88803,200,1,0
31034,50286,374,1,0
162107,78949,2712,3,0
162120,182803,15291,8,0
162120,57100,336,1,0
162120,191819,430,1,0
162120,5159,200,1,0
162120,10136,396,1,0
162120,54447,22278,4,0
31051,106621,18011,1,0
162130,45465,236,1,0
162135,162130,344000,6,0
162143,90768,15000,1,0
162164,6093,1047,3,0
162165,168158,700,1,0
162165,100733,13000,5,0
31106,167344,220900,1,0
162179,163149,400,1,0
162179,162092,30000,1,0
162180,73812,353,2,0
162180,124120,853,7,0
162180,90023,470,2,0
162180,50713,11526,1,0
162180,116300,80758,1,0
162180,47109,661,1,0
162180,30972,104112,1,0
162208,78136,54045,3,0
31148,77975,178,3,0
162225,126637,2420,1,0
